Taxa	Mother	Y_Northing	X_Easting	Field_test	Tolerance	Flush_1st	Flush_2nd	Altitude	AnnMeanT	AnnPrec	PrecWettestM	MaxTWarmestM	TAnnRange	flushClass
452	7665	324-16	48.33699	14.04711	R2	2	1	5	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
453	2422	324-17	48.33699	14.04711	R1	1	2	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
454	16763	324-17	48.33699	14.04711	R2	6	1	3	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	yellow
455	5108	324-25	48.33699	14.04711	R1	5	2	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	yellow
456	5086	324-26	48.33699	14.04711	R1	5	3	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
457	22680	324-26	48.33699	14.04711	R2	2	2	4	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
458	400	324-27	48.33699	14.04711	R1	1	2	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
459	8142	324-28	48.33699	14.04711	R2	2	1	4	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
460	6279	324-28	48.33699	14.04711	R1	6	3	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
461	4899	324-29	48.33699	14.04711	R1	1	2	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
462	18393	324-29	48.33699	14.04711	R2	6	1	1	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	orange
463	5956	324-31	48.33699	14.04711	R1	6	2	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
464	26498	324-31	48.33699	14.04711	R2	1	1	4	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
465	13996	324-32	48.33699	14.04711	R2	6	2	5	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	yellow
466	15457	324-32	48.33699	14.04711	R2	1	1	3	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
467	27033	324-33	48.33699	14.04711	R2	6	1	2	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
468	4992	324-33	48.33699	14.04711	R1	1	2	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
469	1026	324-36	48.33699	14.04711	R1	1	3	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
470	3598	324-36	48.33699	14.04711	R1	5	2	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	yellow
471	14144	324-37	48.33699	14.04711	R2	6	1	1	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	orange
472	5789	324-44	48.33699	14.04711	R1	4	2	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
473	421	324-44	48.33699	14.04711	R1	1	3	6	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	green
474	12377	325-1	47.34689	15.34132	R2	2	2	4	513	8.09166717529297	878	123	23	28.5999999046326	green
475	4099	325-2	47.34689	15.34132	R1	4	3	6	513	8.09166717529297	878	123	23	28.5999999046326	yellow
476	20423	325-2	47.34689	15.34132	R2	3	2	4	513	8.09166717529297	878	123	23	28.5999999046326	green
477	13981	330-1	47.27977	15.23465	R2	6	1	4	850	6.85833358764648	1032	145	21.2000007629395	27.6000008583069	yellow
478	10676	339-4	46.86232	15.8939	R2	6	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
479	8254	339-4	46.86232	15.8939	R2	1	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
480	10393	339-5	46.86232	15.8939	R2	2	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
481	26224	339-5	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
482	27388	339-13	46.86232	15.8939	R2	3	1	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
483	27852	339-13	46.86232	15.8939	R2	6	2	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
484	17185	339-15	46.86232	15.8939	R2	1	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
485	24972	339-15	46.86232	15.8939	R2	6	2	2	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
486	9142	339-16	46.86232	15.8939	R2	3	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
487	26974	339-16	46.86232	15.8939	R2	6	1	2	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
488	13344	339-17	46.86232	15.8939	R2	2	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
489	27122	339-17	46.86232	15.8939	R2	6	1	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
490	16405	339-18	46.86232	15.8939	R2	5	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
491	18191	339-18	46.86232	15.8939	R2	6	1	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
492	26878	339-22	46.86232	15.8939	R2	6	1	2	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
493	26623	339-22	46.86232	15.8939	R2	1	1	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
494	8422	339-24	46.86232	15.8939	R2	3	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
495	18847	339-24	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
496	9463	339-25	46.86232	15.8939	R2	4	3	6	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
497	17944	339-25	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
498	9006	339-27	46.86232	15.8939	R2	6	3	6	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
499	28337	339-27	46.86232	15.8939	R2	2	2	5	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
500	13312	339-34	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
501	19765	339-34	46.86232	15.8939	R2	1	3	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
502	1835	339-36	46.86232	15.8939	R1	1	4	6	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
503	12204	339-36	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
504	12530	339-44	46.86232	15.8939	R2	6	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
505	26245	339-44	46.86232	15.8939	R2	2	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
506	24433	339-47	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
507	24088	339-47	46.86232	15.8939	R2	1	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
508	18763	339-66	46.86232	15.8939	R2	6	1	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
509	18364	339-66	46.86232	15.8939	R2	1	1	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
510	20710	339-72	46.86232	15.8939	R2	1	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
511	27058	339-72	46.86232	15.8939	R2	6	1	5	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
512	20417	339-74	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
513	9628	339-75	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
514	20338	339-75	46.86232	15.8939	R2	3	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
515	11030	339-79	46.86232	15.8939	R2	6	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
516	13783	339-79	46.86232	15.8939	R2	1	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
517	3071	339-K11	46.86232	15.8939	R1	6	2	6	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
518	14813	339-K11	46.86232	15.8939	R2	2	2	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
519	13673	339-K13	46.86232	15.8939	R2	3	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
520	20911	339-K13	46.86232	15.8939	R2	6	1	2	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
521	27232	339-K15	46.86232	15.8939	R2	6	1	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
522	27070	339-K15	46.86232	15.8939	R2	1	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
523	16455	339-K19	46.86232	15.8939	R2	4	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
524	27490	339-K19	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
525	14159	339-K2	46.86232	15.8939	R2	6	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
526	14070	339-K2	46.86232	15.8939	R2	1	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
527	13414	339-K20	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
528	13225	339-K20	46.86232	15.8939	R2	2	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
529	10344	339-K21	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
530	13688	339-K21	46.86232	15.8939	R2	3	2	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
531	28407	339-K22	46.86232	15.8939	R2	1	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
532	15945	339-K22	46.86232	15.8939	R2	6	2	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
533	16709	339-K28	46.86232	15.8939	R2	2	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
534	16822	339-K28	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
535	13457	339-K29	46.86232	15.8939	R2	1	1	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
536	9510	339-K29	46.86232	15.8939	R2	6	3	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
537	6995	339-K30	46.86232	15.8939	R2	3	1	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
538	23837	339-K30	46.86232	15.8939	R2	2	1	2	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
539	11811	339-K34	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
540	29274	339-K34	46.86232	15.8939	R2	2	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
541	6960	339-K36	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
542	10722	339-K36	46.86232	15.8939	R2	2	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
543	21156	339-K38	46.86232	15.8939	R2	2	1	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
544	22235	339-K38	46.86232	15.8939	R2	3	2	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
545	16165	339-K43	46.86232	15.8939	R2	2	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
546	27248	339-K43	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
547	18192	339-K44	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
548	20635	339-K44	46.86232	15.8939	R2	3	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
549	12537	324-27	48.33699	14.04711	R2	6	3	4	264	9.04583358764648	845	108	23.8999996185303	27.599999666214	yellow
550	801	339-K58	46.86232	15.8939	R1	4	3	6	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
551	4818	339-K58	46.86232	15.8939	R1	1	3	6	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
552	13549	339-K60	46.86232	15.8939	R2	3	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
553	18350	339-K60	46.86232	15.8939	R2	6	1	1	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	orange
554	7426	339-K62	46.86232	15.8939	R2	1	2	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
555	13778	339-K62	46.86232	15.8939	R2	6	2	6	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
556	13121	339-K63	46.86232	15.8939	R2	1	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
557	11258	339-K63	46.86232	15.8939	R2	6	1	2	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
558	26203	339-K64	46.86232	15.8939	R2	3	1	2	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
559	24793	339-K64	46.86232	15.8939	R2	3	1	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
560	2740	339-K66	46.86232	15.8939	R1	6	2	6	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
561	23906	339-K66	46.86232	15.8939	R2	1	1	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
562	13851	339-K67	46.86232	15.8939	R2	6	2	5	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
563	22654	339-K67	46.86232	15.8939	R2	1	2	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
564	11281	339-K8	46.86232	15.8939	R2	1	1	2	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
565	18157	339-K8	46.86232	15.8939	R2	6	1	3	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
566	7245	339-K9	46.86232	15.8939	R2	6	2	2	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	yellow
567	16157	339-K9	46.86232	15.8939	R2	2	2	4	261	9.28333282470703	834	112	25.1000003814697	30.2000002861023	green
568	9319	340-1	47.064028	15.170889	R2	6	1	4	547	8.63749980926514	920	130	24.2999992370605	30.0999994277954	yellow
569	10908	340-1	47.064028	15.170889	R2	3	2	4	547	8.63749980926514	920	130	24.2999992370605	30.0999994277954	green
570	5948	341-1	48.150339	15.093481	R1	5	1	5	246	9.04166698455811	645	92	24.6000003814697	29.1000003814697	yellow
571	21451	341-1	48.150339	15.093481	R2	3	1	4	246	9.04166698455811	645	92	24.6000003814697	29.1000003814697	green
572	17296	341-2	48.150339	15.093481	R2	1	2	4	246	9.04166698455811	645	92	24.6000003814697	29.1000003814697	green
573	27026	341-2	48.150339	15.093481	R2	6	1	2	246	9.04166698455811	645	92	24.6000003814697	29.1000003814697	yellow
574	19283	350-1	48.2077666666667	14.6365833333333	R2	6	1	1	242	8.94583320617676	690	99	24.3999996185303	29.0999994277954	orange
575	18177	350-1	48.2077666666667	14.6365833333333	R2	4	1	1	242	8.94583320617676	690	99	24.3999996185303	29.0999994277954	green
576	8147	372-1	47.1279	16.21461	R2	6	2	4	236	9.49583339691162	727	98	25.2000007629395	29.8000006675721	green
577	15781	372-1	47.1279	16.21461	R2	2	1	4	236	9.49583339691162	727	98	25.2000007629395	29.8000006675721	green
578	13814	372-2	47.1279	16.21461	R2	5	2	4	236	9.49583339691162	727	98	25.2000007629395	29.8000006675721	yellow
579	27178	372-2	47.1279	16.21461	R2	2	1	3	236	9.49583339691162	727	98	25.2000007629395	29.8000006675721	green
580	13650	372-3	47.1279	16.21461	R2	1	1	4	236	9.49583339691162	727	98	25.2000007629395	29.8000006675721	green
581	18835	372-3	47.1279	16.21461	R2	3	1	3	236	9.49583339691162	727	98	25.2000007629395	29.8000006675721	yellow
582	11880	373-1	NA	NA	R2	2	2	5	NA	NA	NA	NA	NA	NA	green
583	19479	373-1	NA	NA	R2	4	3	3	NA	NA	NA	NA	NA	NA	yellow
584	21369	374-1	47.3077	16.45634	R2	5	1	4	314	9.30416679382324	708	94	25	29.4000000953674	yellow
585	18708	374-1	47.3077	16.45634	R2	1	1	2	314	9.30416679382324	708	94	25	29.4000000953674	green
586	17694	374-2	47.30787	16.45587	R2	1	2	3	314	9.30416679382324	708	94	25	29.4000000953674	green
587	20672	374-2	47.30787	16.45587	R2	6	2	2	314	9.30416679382324	708	94	25	29.4000000953674	yellow
588	9363	378-1	48.4261833333333	13.9321361111111	R2	1	1	2	459	8.35416603088379	915	112	22.7999992370605	26.8999991416931	green
589	13680	378-1	48.4261833333333	13.9321361111111	R2	6	1	1	459	8.35416603088379	915	112	22.7999992370605	26.8999991416931	orange
590	13921	378-2	48.4261833333333	13.9321361111111	R2	4	1	3	459	8.35416603088379	915	112	22.7999992370605	26.8999991416931	green
591	29248	378-2	48.4261833333333	13.9321361111111	R2	3	1	3	459	8.35416603088379	915	112	22.7999992370605	26.8999991416931	yellow
592	658	386-1	48.5000305555556	13.7512861111111	R1	1	3	6	531	7.53333330154419	1042	121	21.7999992370605	26.5999994277954	green
593	17353	386-1	48.5000305555556	13.7512861111111	R2	6	1	3	531	7.53333330154419	1042	121	21.7999992370605	26.5999994277954	yellow
594	7701	409-1	47.55608	14.86181	R2	6	2	4	695	6.83750009536743	942	136	21.8999996185303	28.8999996185303	green
595	13837	409-1	47.55608	14.86181	R2	1	1	2	695	6.83750009536743	942	136	21.8999996185303	28.8999996185303	green
596	7559	409-2	47.55608	14.86181	R2	1	1	2	695	6.83750009536743	942	136	21.8999996185303	28.8999996185303	green
597	15021	409-2	47.55608	14.86181	R2	6	2	3	695	6.83750009536743	942	136	21.8999996185303	28.8999996185303	yellow
598	14049	418-1	47.54106	14.88381	R2	6	4	3	729	6.79166650772095	961	138	21.8999996185303	28.8999996185303	yellow
599	27423	418-1	47.54106	14.88381	R2	2	1	2	729	6.79166650772095	961	138	21.8999996185303	28.8999996185303	green
600	10829	418-2	47.54119	14.88262	R2	6	2	3	729	6.23750019073486	1041	148	21.1000003814697	28.4000005722046	yellow
601	24624	418-2	47.54119	14.88262	R2	2	2	3	729	6.23750019073486	1041	148	21.1000003814697	28.4000005722046	yellow
602	11248	422-1	47.202339	9.750999	R2	4	3	3	581	8.63333320617676	1255	156	22.3999996185303	25.8999996185303	yellow
603	14114	422-1	47.202339	9.750999	R2	1	2	5	581	8.63333320617676	1255	156	22.3999996185303	25.8999996185303	green
604	21640	422-2	47.20153	9.75616	R2	1	1	5	581	8.63333320617676	1255	156	22.3999996185303	25.8999996185303	green
605	18402	422-2	47.20153	9.75616	R2	6	1	1	581	8.63333320617676	1255	156	22.3999996185303	25.8999996185303	orange
606	9247	427-1	47.072828	9.911839	R2	1	1	4	670	8.50833320617676	1164	146	22.6000003814697	26.6000003814697	green
607	27215	427-1	47.072828	9.911839	R2	3	1	4	670	8.50833320617676	1164	146	22.6000003814697	26.6000003814697	yellow
608	18653	430-1	47.48646	9.764673	R2	6	1	4	587	8.52916622161865	1469	176	22.2999992370605	25.2999992370605	yellow
609	16861	430-1	47.48646	9.764673	R2	1	2	3	587	8.52916622161865	1469	176	22.2999992370605	25.2999992370605	green
610	12160	434-1	47.483153	9.768919	R2	5	3	4	515	9.16666698455811	1467	181	22.8999996185303	25.1999995708466	yellow
611	17597	434-1	47.483153	9.768919	R2	1	2	3	515	9.16666698455811	1467	181	22.8999996185303	25.1999995708466	green
612	10899	441-1	47.365244	9.881748	R2	6	1	2	663	7.92083311080933	1502	183	21.5	25.5999999046326	yellow
613	15445	441-1	47.365244	9.881748	R2	1	2	4	663	7.92083311080933	1502	183	21.5	25.5999999046326	green
614	19321	442-1	47.212543	9.658406	R2	6	1	1	478	9.29166698455811	1173	149	23.1000003814697	26.0000004768371	orange
615	19817	442-1	47.212543	9.658406	R2	1	1	3	478	9.29166698455811	1173	149	23.1000003814697	26.0000004768371	green
616	8662	443-1	47.213045	9.659627	R2	6	1	1	479	9.29166698455811	1173	149	23.1000003814697	26.0000004768371	yellow
617	14004	443-1	47.213045	9.659627	R2	1	2	2	479	9.29166698455811	1173	149	23.1000003814697	26.0000004768371	green
618	11989	444-1	47.197989	9.686213	R2	6	2	3	490	9.25416660308838	1159	147	23	25.7999999523163	yellow
619	9906	444-1	47.197989	9.686213	R2	2	1	4	490	9.25416660308838	1159	147	23	25.7999999523163	green
620	7814	446-1	47.322729	9.975082	R2	1	2	3	798	7.16249990463257	1546	190	21	26.1999998092651	green
621	21798	446-1	47.322729	9.975082	R2	6	1	4	798	7.16249990463257	1546	190	21	26.1999998092651	yellow
622	3129	447-1	47.420015	9.951833	R1	4	2	6	893	7.07916641235352	1605	192	20.7999992370605	25.7999992370605	green
623	9702	447-1	47.420015	9.951833	R2	1	1	5	893	7.07916641235352	1605	192	20.7999992370605	25.7999992370605	green
624	4233	448-1	47.431391	9.935261	R1	4	2	6	807	7.50416660308838	1594	190	21.3999996185303	26.0999994277954	green
625	11734	448-1	47.431391	9.935261	R2	1	2	4	807	7.50416660308838	1594	190	21.3999996185303	26.0999994277954	green
626	13784	449-1	47.417572	9.936956	R2	6	1	4	864	7.39166688919067	1593	190	21.2000007629395	26.0000009536744	green
627	26601	449-1	47.417572	9.936956	R2	1	1	4	864	7.39166688919067	1593	190	21.2000007629395	26.0000009536744	green
628	28458	450-1	47.435204	10.001744	R2	1	1	3	790	6.76249980926514	1629	194	20.5	26	green
629	26186	450-1	47.435204	10.001744	R2	6	1	2	790	6.76249980926514	1629	194	20.5	26	green
630	15089	452-1	47.452044	9.966945	R2	2	1	4	795	7.40833330154419	1633	193	21.2999992370605	26.1999993324279	green
631	29234	452-1	47.452044	9.966945	R2	4	1	2	795	7.40833330154419	1633	193	21.2999992370605	26.1999993324279	yellow
632	6077	454-1	47.45094	10.00814	R1	6	1	1	880	6.90000009536743	1646	196	20.6000003814697	25.9000005722046	yellow
633	19810	454-1	47.45094	10.00814	R2	3	1	3	880	6.90000009536743	1646	196	20.6000003814697	25.9000005722046	green
634	10360	455-1	47.41402	9.91066	R2	1	2	3	658	7.94999980926514	1552	186	21.8999996185303	26.1999998092652	green
635	11107	455-1	47.41402	9.91066	R2	6	1	1	658	7.94999980926514	1552	186	21.8999996185303	26.1999998092652	orange
636	5011	462-1	47.458768	9.905054	R1	4	2	6	653	8.03333377838135	1558	184	22.1000003814697	26.4000005722046	yellow
637	13009	462-1	47.458768	9.905054	R2	1	1	4	653	8.03333377838135	1558	184	22.1000003814697	26.4000005722046	green
638	9273	466-1	47.52588	9.944623	R2	6	1	4	772	7.25833320617676	1632	189	21.2000007629395	26.3000006675721	yellow
639	23824	466-1	47.52588	9.944623	R2	2	1	3	772	7.25833320617676	1632	189	21.2000007629395	26.3000006675721	green
640	14015	472-1	47.51501	9.87154	R2	6	2	3	651	8.17916679382324	1525	182	22	25.9000000953674	yellow
641	29118	472-1	47.51501	9.87154	R2	1	1	3	651	8.17916679382324	1525	182	22	25.9000000953674	green
642	11480	476-1	47.47962	9.852022	R2	2	1	4	581	8.64583301544189	1481	179	22.3999996185303	25.6999995708466	green
643	13484	476-1	47.47962	9.852022	R2	5	1	4	581	8.64583301544189	1481	179	22.3999996185303	25.6999995708466	green
644	14060	479-1	47.345734	9.915768	R2	4	1	4	709	7.67083358764648	1510	183	21.5	26.0999999046326	yellow
645	14063	479-2	47.345734	9.915768	R2	6	1	4	709	7.67083358764648	1510	183	21.5	26.0999999046326	green
646	29225	479-2	47.345734	9.915768	R2	1	1	3	709	7.67083358764648	1510	183	21.5	26.0999999046326	green
647	14006	481-1	47.360293	9.908357	R2	3	2	5	929	7.19583320617676	1538	187	20.8999996185303	25.7999997138977	green
648	28413	481-1	47.360293	9.908357	R2	6	1	1	929	7.19583320617676	1538	187	20.8999996185303	25.7999997138977	orange
649	12044	483-1	47.37273	9.91211	R2	1	2	3	690	7.95000028610229	1520	184	21.7000007629395	25.9000005722046	green
650	14087	483-1	47.37273	9.91211	R2	4	2	4	690	7.95000028610229	1520	184	21.7000007629395	25.9000005722046	green
651	10960	484-1	47.37132	9.91271	R2	1	1	4	661	7.95000028610229	1520	184	21.7000007629395	25.9000005722046	green
652	15482	484-1	47.37132	9.91271	R2	6	1	3	661	7.95000028610229	1520	184	21.7000007629395	25.9000005722046	green
653	14099	485-1	47.379215	9.908773	R2	6	1	4	694	7.70416688919067	1539	185	21.5	26	green
654	21292	485-1	47.379215	9.908773	R2	1	1	2	694	7.70416688919067	1539	185	21.5	26	green
655	8069	488-1	47.355127	9.946989	R2	6	1	1	873	7.30416679382324	1551	189	21.1000003814697	26.0000004768371	orange
656	22762	488-1	47.355127	9.946989	R2	1	1	3	873	7.30416679382324	1551	189	21.1000003814697	26.0000004768371	yellow
657	13652	489-2	47.297653	12.908108	R2	6	1	4	1067	6.33333349227905	1125	166	20.8999996185303	28.0999994277954	green
658	21549	489-2	47.297653	12.908108	R2	1	1	3	1067	6.33333349227905	1125	166	20.8999996185303	28.0999994277954	green
659	2234	496-2	46.80714	12.86683	R1	1	3	6	788	7.48750019073486	969	129	24.1000003814697	32.8000001907348	green
660	9220	496-2	46.80714	12.86683	R2	6	2	5	788	7.48750019073486	969	129	24.1000003814697	32.8000001907348	yellow
661	20321	496-3	46.80734	12.86597	R2	2	2	4	788	7.74583339691162	952	126	24.6000003814697	33.4000005722046	yellow
662	14317	496-3	46.80734	12.86597	R2	6	1	1	788	7.74583339691162	952	126	24.6000003814697	33.4000005722046	orange
663	13482	496-4	46.80762	12.86506	R2	2	2	4	788	7.74583339691162	952	126	24.6000003814697	33.4000005722046	green
664	15037	496-4	46.80762	12.86506	R2	6	1	1	788	7.74583339691162	952	126	24.6000003814697	33.4000005722046	yellow
665	12684	496-5	46.80606	12.86803	R2	6	1	1	788	7.48750019073486	969	129	24.1000003814697	32.8000001907348	orange
666	10239	496-5	46.80606	12.86803	R2	1	1	4	788	7.48750019073486	969	129	24.1000003814697	32.8000001907348	green
667	10163	502-1	47.550587	13.697549	R2	1	2	4	521	7.77500009536743	1417	190	22.6000003814697	28.3000001907348	green
668	14068	502-1	47.550587	13.697549	R2	6	2	4	521	7.77500009536743	1417	190	22.6000003814697	28.3000001907348	green
669	10912	514-1	48.0867472222222	14.2935888888889	R2	3	1	3	374	8.63749980926514	859	116	23.7000007629395	28.2000007629395	green
670	13533	514-1	48.0867472222222	14.2935888888889	R2	5	1	4	374	8.63749980926514	859	116	23.7000007629395	28.2000007629395	yellow
671	10966	514-2	48.0867472222222	14.2935888888889	R2	5	1	4	374	8.63749980926514	859	116	23.7000007629395	28.2000007629395	yellow
672	6748	514-2	48.0867472222222	14.2935888888889	R2	1	1	3	374	8.63749980926514	859	116	23.7000007629395	28.2000007629395	green
673	6180	900-1	48.103215	14.334471	R1	1	2	6	361	8.62916660308838	831	114	23.7000007629395	28.2000007629395	green
674	15895	900-1	48.103215	14.334471	R2	6	2	3	361	8.62916660308838	831	114	23.7000007629395	28.2000007629395	yellow
675	2356	901-1	48.118576	14.321507	R1	6	2	6	348	8.65833377838135	832	114	23.7000007629395	28.2000007629395	green
676	21061	901-1	48.118576	14.321507	R2	2	1	3	348	8.65833377838135	832	114	23.7000007629395	28.2000007629395	green
677	19814	902-1	48.041172	14.383563	R2	4	1	3	298	8.82499980926514	808	112	24.1000003814697	28.7000002861023	yellow
678	20952	902-1	48.041172	14.383563	R2	2	2	4	298	8.82499980926514	808	112	24.1000003814697	28.7000002861023	green
679	6942	903-1	47.941214	14.610121	R2	3	1	4	590	7.56666660308838	866	122	22.7000007629395	28.6000008583069	yellow
680	17648	903-1	47.941214	14.610121	R2	2	1	3	590	7.56666660308838	866	122	22.7000007629395	28.6000008583069	green
